page_number,block_id,x0,y0,x1,y1,block_type,text
5,1,149.5,173.66590881347656,517.9130249023438,279.6658935546875,0,"Then the crisis came, and you can see it in the numbers from 2008 onward. Output 
did not grow in 2008 and declined by 3.5% in 2009. Unemployment increased dramati-
cally, to nearly 10%. Inflation declined, being slightly negative in 2009 and then staying 
positive but low since then. The economy rebounded in 2010, with growth of 3%. Since 
then, however, growth has decreased again, becoming so weak that unemployment is 
forecast to remain high for a long time to come. Inflation is forecast to remain low.
Apart from high unemployment, perhaps the most serious macroeconomic prob-
lem facing the United States is its very large budget deficit. We now turn to it, and to 
some of its implications."
5,2,149.5,290.5185241699219,452.1921081542969,303.5185241699219,0,Should You Worry about the United States Deficit?
5,3,149.5,311.6658630371094,517.5530395507812,369.6658630371094,0,"Figure 1-4 shows the evolution of the U.S. federal budget surplus (a negative value 
represents a deficit) since 1990. You can see that after an increase in deficits due 
to the 1990–1991 recession, the rest of the decade was associated with a steady 
improvement and by 1998, the budget had actually gone from deficit to surplus. The 
main reasons for the steady improvement were twofold. First, strong output growth"
5,4,155.8699951171875,34.98664855957031,499.9682312011719,44.2821159362793,0,"Table 1-2 Growth, Unemployment, and Inflation in the United States, 1980–2012"
5,5,184.41900634765625,56.5689697265625,511.34716796875,77.07098388671875,0,"Percent
1980–1999 
(average)
2000–2007 
(average)
2008
2009
2010
2011
2012"
5,6,172.09800720214844,82.86297607421875,506.96197509765625,90.86297607421875,0,"Output growth rate
3.0
2.6
0.0
−3.5
3.0
1.5
1.8"
5,7,169.47401428222656,99.574951171875,506.969970703125,107.574951171875,0,"Unemployment rate
6.5
5.0
5.8
9.3
9.6
9.1
9.0"
5,8,196.45001220703125,116.28692626953125,506.97796630859375,124.28692626953125,0,"Inflation rate
4.2
2.8
3.8
−0.3
1.7
2.9
1.2"
5,9,153.625,132.18411254882812,502.9740905761719,148.18612670898438,0,"Output growth rate: annual rate of growth of output (GDP). Unemployment rate: average over the year. Inflation rate: 
annual rate of change of the price level (GDP deflator)."
5,10,153.625,154.18515014648438,338.6769714355469,161.18515014648438,0,"Source: World Economic Outlook database, September 2011"
5,11,29.5,384.5350036621094,86.13899993896484,395.5350036621094,0,Figure 1-4
5,12,29.5,403.1349792480469,128.089599609375,434.1309509277344,0,"U.S. Federal Budget 
surpluses as a percent of 
GDP since 1990"
5,13,29.499998092651367,447.7349853515625,121.58499908447266,481.7409973144531,0,"Source: Table B-79 Economic 
 Report of the President 2010. 
Values for 2011 and 2012 are 
estimates."
5,14,162.19900512695312,629.7789916992188,175.09500122070312,639.3789672851562,0,–12
5,15,162.19900512695312,599.010986328125,175.09500122070312,608.6109619140625,0,–10
5,16,166.64500427246094,568.2490234375,175.09300231933594,577.8489990234375,0,–8
5,17,166.64500427246094,537.4830322265625,175.09300231933594,547.0830078125,0,–6
5,18,166.64500427246094,506.719970703125,175.09300231933594,516.3199462890625,0,–4
5,19,166.64500427246094,475.95501708984375,175.09300231933594,485.5550231933594,0,–2
5,20,170.64500427246094,445.19000244140625,175.09300231933594,453.19000244140625,0,0
5,21,170.64500427246094,414.427001953125,175.09300231933594,422.427001953125,0,2
5,22,170.64500427246094,383.6609802246094,175.09300231933594,391.6609802246094,0,4
5,23,169.18299865722656,639.3809814453125,515.5,647.3809814453125,0,"1990
1992
1994
1996
1998
2000
2002
2004
2006
2008
2010"
5,24,149.7400360107422,497.052001953125,157.7400360107422,526.39599609375,0,Percent
6,0,47.5,669.7590942382812,532.2960205078125,678.9068603515625,0,"Chapter 1 
A Tour of the World 
9"
6,1,47.5,29.495010375976562,415.8098449707031,351.4949951171875,0,"for most of the decade led to strong growth of government revenues. Second, rules 
were devised and implemented to contain government spending, from the use of 
spending caps on some categories of spending to the requirement that any new 
spending program be associated with an equal increase in revenues. Once budget 
surpluses appeared, however, Congress became increasingly willing to break its 
own rules and allow for more spending. At the same time, the Bush administra-
tion convinced Congress to cut taxes, with the stated intent of spurring growth. The 
result was a return to budget deficits. On the eve of the crisis, in 2007, the deficit 
was equal to 1.7% of GDP, not very large but still a deficit. The crisis had a dramatic 
effect on the deficit, which increased to 9% of GDP in 2010 and appears likely to be 
even higher in 2011. The factors behind the increase are straightforward. Lower 
output has led to lower government revenues. Federal revenues, which were equal 
to 18.9% of GDP in 2007, had declined to 16.2% of GDP in 2010. Federal spending, 
which was equal to 20.6% in 2007, had increased to 25.3% in 2010. This reflects not 
only an increase in transfers, such as higher unemployment benefits, but a more 
general increase in spending across the board as the government tried to counter-
act the decrease in private demand through an increase in public spending.
You may conclude that, as output recovers further and unemployment de-
creases, revenues will increase and some of the spending will be phased out. This is 
indeed likely to be the case, and forecasts are for a reduction in the deficit to around 
5% by the middle of the decade. A 5% deficit, however, is still too a large number 
and creates a steadily increasing debt. Budget forecasts for the more distant future 
are even gloomier. The U.S. population is getting older, and Social Security benefits 
will increase substantially in the future. And, even more importantly, health expen-
ditures are growing very fast and, with them, spending in government programs 
such as Medicare and Medicaid. So there is wide agreement that the budget deficit 
must be reduced further. But there is disagreement as to both when and how."
6,2,47.5,359.494873046875,415.77191162109375,549.494873046875,0,"■ 
Some economists argue that deficit reduction should start now and proceed rapidly. 
They argue that the credibility of the U.S. government is at stake, and that only a strong 
reduction will convince people that the government will do what is needed to stabi-
lize the debt. Other economists argue, however, that too fast a reduction in the deficit 
would be dangerous. A reduction in the deficit can be achieved by a combination of 
an increase in taxes and a decrease in spending. Either one, they argue, will decrease 
demand and slow down growth at a time when unemployment is still very high. Their 
recommendation is thus to reduce the deficit, but to do it slowly and steadily.
■ 
Even if there is agreement on the need for deficit reduction, there is much less 
agreement on how it should be achieved. The disagreement is along political lines. 
Republicans believe that it should be done primarily through decreases in spend-
ing. They suggest the elimination of a number of government programs and caps 
on such programs as Medicare. Democrats believe that most existing programs are 
justified, and they are more inclined to want to do the adjustment through an in-
crease in taxes. The worry, at this juncture, is that these positions are hard to rec-
oncile, and that, as a result, large deficits may continue for a long time to come."
6,3,47.5,578.5917358398438,191.86399841308594,595.760986328125,0,1-3 The Euro Area
6,4,47.5,605.8948364257812,415.55999755859375,651.8948364257812,0,"In 1957, six European countries decided to form a common European market—an eco-
nomic zone where people and goods could move freely. Since then, 21 more countries 
have joined, bringing the total to 27. This group is now known as the European Union, 
or EU for short."
6,5,416.0039978027344,613.3133544921875,535.8910522460938,651.447998046875,0,"Until a few years ago, the  official 
name was the European Com-
munity, or EC. You may still en-
counter that name.
"
7,0,29.5,669.9068603515625,251.3880157470703,678.9068603515625,0,"10 
Introduction 
The Core"
7,1,149.5,29.495010375976562,517.9050903320312,363.4949951171875,0,"In 1999, the European Union decided to go one step further and started the proc-
ess of replacing national currencies with one common currency, called the Euro. 
Only eleven countries participated at the start; since then, six more have joined. 
Some countries, in particular the United Kingdom, have decided not to join, at least 
for the time being. The official name for the group of member countries is the Euro 
area. The transition took place in steps. On January 1, 1999, each of the 11 coun-
tries fixed the value of its currency to the Euro. For example, 1 Euro was set equal to 
6.56 French francs, to 166 Spanish pesetas, and so on. From 1999 to 2002, prices were 
quoted both in national currency units and in Euros, but the Euro was not yet used as 
currency. This happened in 2002, when Euro notes and coins replaced national cur-
rencies. Seventeen countries now belong to this common currency area.
As you can see from Figure 1-5, the Euro area is a strong economic power. 
Its output is nearly equal to that of the United States, and its standard of living is 
not far behind. (The European Union as a whole has an output that exceeds that 
of  the United States.) As the numbers in Table 1-3 show, however, it is not doing 
very well.
Look at the first two columns of Table 1-3. Even during the pre-crisis period, from 
2000 to 2007, the Euro area was not doing very well compared to the United States. Out-
put growth was lower than in the United States over the same period. Unemployment 
was substantially higher than in the United States. Admittedly, inflation was lower than 
in the United States and fell over the decade after 2000. The overall picture was of a 
slowly growing economy with high unemployment. Not surprisingly, the crisis made 
things worse. Growth was negative in 2009, and while it has turned positive, the fore-
casts for 2011 and 2012 are of very low growth. Unemployment has increased to 10% 
and, because of low growth, is forecast to decrease only slowly. The Euro area faces 
two main issues today. First (and this is a problem it shares with the rest of Europe) 
is how to reduce unemployment. Second is how to function efficiently as a common 
 currency area. We consider these two issues in turn."
7,2,149.5,378.3475341796875,445.45806884765625,391.3475341796875,0,How Can European Unemployment Be Reduced?
7,3,149.5,399.494873046875,517.7640380859375,517.494873046875,0,"The increase in European unemployment since 2007 is primarily due to the crisis, and 
it is reasonable to expect that the unemployment rate will eventually return to its pre-
crisis level. But this pre-crisis level was already high, 8.5% for the Euro area over the 
period 2000–2007. Why is this? Despite a large amount of research, there is still no full 
agreement on the answers.
Some politicians blame macroeconomic policy. They argue that the monetary 
policy followed by the European Central Bank has kept interest rates too high, lead-
ing to low demand and high unemployment. According to them, the central bank 
should decrease interest rates and allow for an increase in demand, and unemploy-
ment would decrease."
7,4,155.75,542.0692138671875,478.61602783203125,551.2169799804688,0,"Table 1-3   Growth, Unemployment, and Inflation in the Euro Area, 1980–2012"
7,5,181.22300720214844,563.302978515625,511.1252746582031,583.8049926757812,0,"Percent
1980–1999 
(average)
2000–2007 
(average)
2008
2009
2010
2011
2012"
7,6,156.625,589.5169677734375,507.51287841796875,597.5169677734375,0,"Output growth rate
2.2
2.2
0.4
−4.2
1.8
1.6
1.1"
7,7,153.61700439453125,606.22900390625,507.50494384765625,614.22900390625,0,"Unemployment rate
9.6
8.5
7.6
9.5
10.1
9.9
9.9"
7,8,180.6090087890625,622.43701171875,507.4969482421875,630.43701171875,0,"Inflation rate
5.2
2.3
3.2
0.3
1.6
2.5
1.5"
7,9,153.625,639.3389892578125,338.6769714355469,646.3389892578125,0,"Source: World Economic Outlook database, September 2011"
7,10,29.5,202.41323852539062,139.77200317382812,270.4132385253906,0,"The Euro area has existed only 
since 1999 and membership 
has increased; numbers for 
1980 to 1999 are constructed 
by adding national numbers 
for each of the 17 current 
member countries."
7,11,138.83448791503906,221.04200744628906,148.0399932861328,229.54200744628906,0,
7,12,29.5,70.2133560180664,139.76400756835938,128.21334838867188,0,"The area also goes by the 
names of “Euro zone” or 
 “Euroland.” The first sounds 
too technocratic, and the 
 second reminds one of Dis-
neyland. We shall avoid them."
7,13,137.83448791503906,89.17402648925781,147.0399932861328,97.67402648925781,0,
8,0,47.5,669.7590942382812,532.2960815429688,678.9068603515625,0,"Chapter 1 
A Tour of the World 
11"
8,1,59.167999267578125,592.0349731445312,115.80699920654297,603.0349731445312,0,Figure 1-5
8,2,59.167999267578125,610.6349487304688,115.66819763183594,619.6349487304688,0,The Euro area
8,3,83.50399780273438,50.6789665222168,112.50199890136719,59.6789665222168,0,EU17:
8,4,83.50399780273438,132.92098999023438,117.09829711914062,171.0711669921875,0,"France
Germany
Italy
Spain"
8,5,153.04794311523438,132.92105102539062,164.37644958496094,171.07122802734375,0,"2.5
3.3
2.0
1.4"
8,6,197.50537109375,132.92111206054688,213.3652801513672,171.0712890625,0,"62.0
81.0
60.0
46.0"
8,7,242.5993194580078,132.92117309570312,272.05340576171875,171.07135009765625,0,"$41,000
$40,600
$34,058
$30,600"
8,8,139.25732421875,100.77840423583984,277.2449951171875,128.92852783203125,0,"2010
Output
($ trillions)
Population
(millions)
Output
per Person"
8,9,409.0459899902344,201.675537109375,440.8249816894531,210.675537109375,0,Finland
8,10,277.82598876953125,370.4885559082031,316.5260009765625,379.4885559082031,0,Germany
8,11,116.39299011230469,328.06256103515625,145.72396850585938,337.06256103515625,0,Ireland
8,12,222.65599060058594,342.903564453125,258.1609802246094,351.903564453125,0,Belgium
8,13,120.85699462890625,509.6195373535156,156.95596313476562,518.6195068359375,0,Portugal
8,14,227.6689910888672,318.8465576171875,279.5449523925781,337.8455505371094,0,"The 
Netherlands"
8,15,133.12399291992188,396.966552734375,187.4029541015625,405.966552734375,0,Luxembourg
8,16,311.7650146484375,419.8535461425781,342.3650207519531,428.8535461425781,0,Austria
8,17,374.45001220703125,505.4615783691406,404.7890319824219,514.4615478515625,0,Greece
8,18,288.0950012207031,444.4055480957031,305.9690246582031,453.4055480957031,0,Italy
8,19,329.21600341796875,545.7454833984375,485.2669677734375,565.1495361328125,0,"Malta
Cyprus"
8,20,344.7139892578125,528.9965209960938,381.3710021972656,537.9965209960938,0,Slovenia
8,21,353.1470031738281,403.99554443359375,389.30902099609375,412.99554443359375,0,Slovakia
8,22,400.072998046875,270.4625549316406,432.4010009765625,279.4625549316406,0,Estonia
8,23,222.7729949951172,427.7465515136719,251.60899353027344,436.7465515136719,0,France
8,24,175.77499389648438,496.7495422363281,200.281982421875,505.7495422363281,0,Spain
8,25,115.7979965209961,50.478546142578125,220.03172302246094,97.71929931640625,0,"Euro area, 2010
Output:  $12.2 trillion
Population: 331.3 million
Output per person: $36,800
Share of world output: 19.6%"
9,0,29.5,669.9068603515625,251.3880157470703,678.9068603515625,0,"12 
Introduction 
The Core"
